id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url,new_financial_disclosure_addition
"1045","Commerce","Christopher Shipp","Deputy Chief Communications Officer for Strategic Communications, Patent and Trademark Office","","","$94,796","2017-03-27","","https://www.documentcloud.org/documents/4387587-Christopher-Shipp-Financial-Disclosure.html","","","","17","christopher-shipp","","","","","commerce","","","","https://www.linkedin.com/in/chris-shipp-4ab51280/","Shipp became [Montana's] GOP executive director in December. He was the party's communications director in the 2012 and 2014 elections, and he says he didn't want to go through a third cycle.","Billings Gazette via Internet Archive","https://web.archive.org/web/20180119211119/http://billingsgazette.com/news/local/government-and-politics/montana-republican-party-executive-director-resigns/article_88dafba1-e896-5898-9de0-8f11dacdfef3.html","","Shipp","","","","","",""
"145","Energy","Sarah Habansky","Public Affairs Specialist","Deputy Director, Office of Public Affairs, Assistant Secretary For International Affairs","","$131,767","2017-01-20","","https://www.documentcloud.org/documents/3766152-Habansky-Sarah.html","","","","75","sarah-habansky","","","","","energy","","","","https://www.linkedin.com/in/sarahhabansky/","I provide the strategy, content and direction for all ITA programs, including forging partnerships with key leaders and organizations to extend the reach and awareness of the ITA. I joined the ITA in 2005 and have played an instrumental role in developing what is known today as Chicago's preeminent tech event, CityLIGHTS. Under my leadership, sponsorships for the awards gala have increased by 300% with attendance growing dramatically year-over-year. I also have leveraged my days of working on Capitol Hill, to direct the ITA advocacy initiative including trips to DC to meet with key government officials. Prior to the ITA, I worked at the Executives' Club of Chicago and have extensive experiencing running association programs and political campaigns.","Technology Councils of North America","http://ct.typepad.com/tecna/2013/10/tecna-member-spotlight-october-2013.html","","Habansky","","","","","",""
"128","Energy","Kelly Yvonne Mitchell","Special Assistant, Office of Economic Impact and Diversity","","","$54,972","2017-04-24","","https://www.documentcloud.org/documents/4387712-Kelly-Yvonne-Mitchell-Financial-Disclosure.html","","","","75","kelly-yvonne-mitchell","","","","","energy","","","","https://www.linkedin.com/in/kelly-mitchell-3b13a913/","Mitchell has worked with Multi-Automatic Tool & Supply Co. for more than 14 years serving in sales and management positions. Mitchell earned an associate degree from Grand Rapids Community College and a bachelor’s degree from Spring Arbor University. She represents the general public and fills the vacancy created by Tawnya Marketti.","Michigan Office of the Governor","http://www.michigan.gov/snyder/0,4668,7-277-57577-352473--,00.html","","Mitchell","","","","","",""
"1158","Defense","Alex A. Beehler","Assistant Secretary of the Army for Installations, Energy and Environment","","","","","","https://www.documentcloud.org/documents/4388448-Alex-A-Beehler-Financial-Disclosure.html","","","","16","alex-a-beehler","","","","","defense","","","","","Alex A. Beehler served as as Assistant Deputy Under Secretary of Defense (Environment, Safety and Occupational Health) from 2004 to 2009. Mr. Beehler served as the principal assistant and advisor to Deputy Under Secretary Grone for all environmental, safety, and occupational health policies and programs in DoD. Those programs include cleanup at active and closing bases, compliance with environmental laws, conservation of natural and cultural resources, pollution prevention, environmental technology, fire protection, safety and explosive safety, and pest management and disease control for Defense activities worldwide. He also advises Mr. Grone on international military agreements and programs pertaining to environmental security. Mr. Beehler's priorities included the implementation of DoD's environmental readiness initiative in response to challenges of encroachment, the Defense Environmental Restoration Program, unexploded ordnance management, explosive safety, and pollution prevention. Mr. Beehler came to the department from Koch Industries where he served as Director of Environmental and Regulatory Affairs and concurrently served at the Charles G. Koch Foundation as Vice President for Environmental Projects. Mr. Beehler maintained a strong background in federal environmental policy having served in the Department of Justice as a senior trial attorney for environmental enforcement and at the Environmental Protection Agency as a special assistant for legal and enforcement counsel. Mr. Beehler is a member of the District of Columbia, State of Maryland and Commonwealth of Virginia bar associations. He received a bachelor’s degree from Princeton (1975) in public and international affairs and a law degree from University of Virginia (1978).","Defense Department","https://www.defense.gov/About/Biographies/Biography-View/Article/602795/","","Beehler","","","","","",""
"1338","Health and Human Services","Lance Allen Robertson","Assistant Secretary for Aging and Administrator, Administration for Community Living","","","","2017-08-03","","https://www.documentcloud.org/documents/4388421-Lance-Allen-Robertson-Financial-Disclosure.html","","","","6","lance-allen-robertson","","","","","health-and-human-services","","","","","Lance Robertson was appointed to serve as Assistant Secretary for Aging and ACL's Administrator on August 11, 2017. His vision for ACL focuses on five pillars: supporting families and caregivers, protecting rights and preventing abuse, connecting people to resources, expanding employment opportunities and strengthening the aging and disability networks. His leadership in the fields of aging and disability began in Oklahoma, where he served for 10 years as the Director of Aging Services within the state’s Department of Human Services. Prior to that, he spent 12 years at Oklahoma State University, where he co-founded the Gerontology Institute and served as the executive director of the nation's largest regional gerontology association. Lance earned his undergraduate degree from Oklahoma State University and a master of public administration degree from the University of Central Oklahoma, and he is a veteran of the United States Army.","Department of Health and Human Services","https://www.hhs.gov/about/leadership/lance-robertson/index.html","","Robertson","","","","","",""
"1630","Energy","Matthew Richard Kunkel","Senior Advisor for External Affairs, Assistant Secretary for Energy Efficiency and Renewable Energy","","","$131,767","2017-04-13","","https://www.documentcloud.org/documents/4387707-Matthew-Richard-Kunkel-Financial-Disclosure.html","","","","75","matthew-richard-kunkel-energy","","","","","energy","","","","https://www.linkedin.com/in/matthew-kunkel-43b61b30/","","","","","Kunkel","","","White House Office","","",""
"2153","Energy","Louis Hrkman","Deputy Assistant Secretary for Clean Coal and Carbon Management, Assistant Secretary for Fossil Energy","","","","2018-07-08","","https://www.documentcloud.org/documents/6420201-Louis-Hrkman-Financial-Disclosure.html","","","","75","louis-hrkman","","","","","energy","","","","","Mr. Hrkman has more than two decades of experience in the energy industry, including work in both the public and private sectors. Most recently, he served as a Policy Adviser to Congressman David D. McKinley, who is the Chair of the House Coal Caucus and the Vice Chair of the Energy and Commerce Subcommittee. In this role, Mr. Hrkman advised Congressman McKinley on various policy issues and pending legislation pertaining to energy, environment, veterans affairs, telecommunications, trade, and taxes. He also previously served as a Legislative Fellow for Congressman Gus Bilirakis, assisting on Energy and Power Subcommittee hearings.

Prior to his service in the U.S. House of Representatives, Mr. Hrkman was a Business Development Manager at Ingersoll Rand Inc. In this role, he led efforts to provide energy-efficient and sustainable business solutions. Additionally, from 1993 to 2010, Mr. Hrkman held several management positions at Siemens Industry Inc., including National Sales Manager and Director within energy and environmental solutions. He has extensive experience in public-private partnerships and government affairs.

Mr. Hrkman earned his BA in Political Science and Government from Miami University, his MPA from the University of South Dakota, and his MBA from the College of William and Mary.","Department of Energy","https://www.energy.gov/fe/contributors/lou-hrkman","","Hrkman","","","","","","true"
"2158","Energy","Janelle N. Moore","Special Assistant, Office of the Secretary","","","","2018-05-07","","https://www.documentcloud.org/documents/6419978-Janelle-N-Moore-Financial-Disclosure.html","","","","75","janelle-n-moore","","","","","energy","","","","","As an accomplished Analyst working within the government and a conservative organization, I have over 10 years of hands-on experience working in offices that facilitate top-level communications and grassroots work. It has enabled me to develop careful organizational skills, become a better writer and editor, and in many ways, apply my creative flair.

I am in search of meeting new people, finding ways to volunteer and be more active in my community, as well as professional opportunities where I can continue to expand as an editor and contribute to the creative process.","LinkedIn","https://www.linkedin.com/in/janelle-moore-a1871aa1/","","Moore","","","","","","true"
"1358","Federal Labor Relations Authority","James Thomas Abbott","Member","","","","2017-11-16","","https://www.documentcloud.org/documents/4387787-James-Thomas-Abbott-Financial-Disclosure.html","","","","53","james-thomas-abbott","","","","","federal-labor-relations-authority","","","","","Before joining the FLRA, Member Abbott served as Deputy General Counsel for the Congressional Office of Compliance (2004 to 2007), where he led the investigation and prosecution of alleged violations of labor, employment, and safety and health laws within the Legislative Branch. Member Abbott earlier distinguished himself in various positions within the Department of Defense, where he served as the Senior Associate District Counsel for Personnel and Ethics, Defense Contract Management Agency, in Los Angeles, California; Chief Counsel, Corpus Christi Army Depot, U.S. Army Materiel Command, Corpus Christi, Texas; and Senior Labor Counsel, HQ Depot Systems Command, U.S. Army Materiel Command, Chambersburg, Pennsylvania. A native of Pennsylvania, Member Abbott received his J.D. from Temple University’s Beasley School of Law in Philadelphia, Pennsylvania and was a Magna Cum Laude graduate of Malone University in Canton, Ohio, where he earned degrees in History and Religion and Philosophy. Member Abbott lives in Oakton, Virginia with his husband of twenty-one years, Daniel Gri, and their two sons, Caleb and Alfred.","U.S. Federal Labor Relations Authority","https://www.flra.gov/about/flra-leadership/james-t-abbott","","Abbott","","","","","",""
"1624","Energy","Raymond Anthony Casler","Director of Advance, Office of Scheduling and Advance","","","$149,337","2017-08-16","","https://www.documentcloud.org/documents/6419545-Raymond-Anthony-Casler-Financial-Disclosure.html","","","","75","raymond-anthony-casler","","","","","energy","","","","","","","","","Casler","","","","","",""
"119","Energy","Douglas Blane Little","Deputy Assistant Secretary for Intergovernmental and External Affairs, Assistant Secretary for Congressional and Intergovernmental Affairs","","","$150,000","2017-10-01","2019-01-22","https://www.documentcloud.org/documents/4388460-Douglas-Blane-Little-Financial-Disclosure.html","","","","75","douglas-blane-little","","","","","energy","","","","https://www.linkedin.com/in/douglittle/","Prior to the Department of Energy, Little was a member of Arizona Corporation Commission (ACC) for three years. He was elected to the statewide office of Corporation Commissioner in 2014 and also served as Chairman of the Commission from January – December 2016. During his tenure as a Commissioner, Little developed a national reputation as a thought leader in the areas of Integrated Resource Planning, Regional Transmission Planning, and the developing regional energy markets in the Western United States. At the ACC, Little pioneered key energy, water and telecommunication policy initiatives including: Reforms in electricity rate design and Net Energy Metering policy. Review of the Arizona Renewable Energy Standard. Ensuring the reliability, resilience and security of critical grid infrastructure. Little is a former board member of the National Association of Regulatory Utility Commissioners and the Western Conference of Public Utility Commissioners. He also served as the Vice Chairman of the Western Energy Imbalance Market Body of State Regulators and represented the ACC on the Western Interstate Energy Advisory Board. Prior to his election to the ACC, Little spent more than three decades in the computer software industry serving in executive and sales management positions at a variety of computer software companies. His most recent executive position was as Vice President of North America Direct Sales at Micro Focus International. Little successfully managed a national direct sales team of over forty people and was responsible for negotiating multi-million dollar license agreements with dozens of Fortune 100 companies including Wal- Mart, Bechtel Power, Fluor Corporation, AT&T, Chevron, Southern California Edison, Sempra Energy and Pacific Gas and Electric.","Department of Education","https://energy.gov/congressional/contributors/douglas-little","","Little","","","","","",""
"131","Energy","Carole Mae Plowfield","Special Advisor, Office of Energy Policy and Systems Analysis","","","$94,796","2017-06-11","","https://www.documentcloud.org/documents/4388546-Carole-Mae-Plowfield-Financial-Disclosure.html","","","","75","carole-mae-plowfield","","","","","energy","","","","https://www.linkedin.com/in/carole-plowfield-07247b12/","Ms. Plowfield has more than 20 years of project management experience working on energy policy and public service issues. Prior to joining the Department of Energy, Ms. Plowfield served as the Executive Administrator and Senior Public Policy Analyst for the FutureGen Industrial Alliance, a consortium of energy and utility companies in a public-private partnership with the Department of Energy to design and build a $1 billion commercial-scale, coal-fueled power plant with carbon capture and storage technologies. Ms. Plowfield was part of the management team that worked to solve the financial, legal, regulatory, and political issues involved in any large energy infrastructure project. Prior to the FutureGen project, Ms. Plowfield served as the Deputy Director for the Brookings Institution’s Presidential Appointee Initiative, a project of the Center for Public Service to reform the presidential appointments process and encourage public service. She was also the Deputy to the Vice President and Director of Governmental Studies where she provided organizational and strategic planning and worked on the Center’s Volcker Commission to improve how the federal government works, as well as other organizational effectiveness and capacity-building projects. Ms. Plowfield holds a B.A. in Political Science and Philosophy from Drew University, and completed coursework at the Georgetown Public Policy Institute.","Department of Education","https://energy.gov/indianenergy/articles/doe-announces-carole-plowfield-assume-role-acting-director-indian-energy","","Plowfield","","","","","",""
"1371","Federal Communications Commission","Jessica Rosenworcel","Commissioner","","","","2017-08-03","","https://www.documentcloud.org/documents/4388398-Jessica-Rosenworcel-Financial-Disclosure.html","","","","22","jessica-rosenworcel","","","","","federal-communications-commission","","","","","Prior to joining the agency, Commissioner Rosenworcel served as Senior Communications Counsel for the United States Senate Committee on Commerce, Science, and Transportation, under the leadership of Senator John D. Rockefeller IV. She previously served in the same role on the Committee under the leadership of Senator Daniel K. Inouye. In this position, she was responsible for legislation, hearings, and policy development involving a wide range of communications issues, including spectrum auctions, public safety, broadband deployment and adoption, universal service, video programming, satellite television, local radio, and digital television transition. Before joining the staff of the Committee, she served as Legal Advisor to former FCC Commissioner Michael J. Copps. She also served at the agency as Legal Counsel to the Chief of the Wireline Competition Bureau and as an Attorney-Advisor in the Wireline Competition Bureau. Prior to entering public service, Commissioner Rosenworcel practiced communications law at Drinker Biddle and Reath. Commissioner Rosenworcel is a native of Hartford, Connecticut. She is a graduate of Wesleyan University and New York University School of Law. She lives in Washington, DC with her husband Mark, and children Caroline and Emmett.","Federal Communications Commission","https://www.fcc.gov/about/leadership/jessica-rosenworcel","","Rosenworcel","","","","","",""
"2353","Veterans Affairs","Andrea Lee","Senior Advisor, Strategic Change Management","","","","2018-09-16","","https://www.documentcloud.org/documents/6420199-Andrea-Lee-Financial-Disclosure.html","","","","76","andrea-lee","","","","","veterans-affairs","","","","https://www.linkedin.com/in/andrealee001/","Human Capital leader with 15+ years of experience designing and delivering Talent Management, Business Systems Modernization and Organizational Change Management solutions within Professional Services, Healthcare, Oil & Gas, Telecommunications and Public sectors. Andrea employs deep focus on strategy execution and program management that results in leadership alignment, employee engagement and desired organizational outcomes.

Human Capital Experience:
- Organization design and program governance structure
- Full talent management lifecycle strategy and program execution

Strategic Communications Experience:
- Plan, counsel and execute internal and external communications in support of business transformation and change
- Collaborate with senior leaders to counsel on business decisions, communications requirements and risk management in an effort to influence degree of impact to organizational reputation
- Conduct communication channel inventory and effectiveness assessments
- Develop core messages, business cases and tailored messaging for varied audiences and constituencies

Organizational Change Management Experience:
- Organizational risk/impact assessments
- Strategy development
- Leadership alignment
- Change readiness assessments
- Stakeholder assessments
- Workforce transition as it relates to employee roles and responsibilities
- Labor relations and union engagement

Learning and Development Experience:
- Learning needs assessments
- Strategy design
- Curriculum and course design of blended learning programs
- Course facilitation and instruction

Business Development Experience:
- BD lifecycle management
- CRM management
- Certified SPI Solution Selling
- Commercial and Federal proposal development","LinkedIn","https://www.linkedin.com/in/andrealee001/","","Lee","","","","","","true"
"1672","General Services Administration","Robert J. Babcock","Regional Administrator Region 7 Fort Worth Texas","","","","","","https://www.documentcloud.org/documents/6420194-Robert-J-Babcock-Financial-Disclosure.html","","","","80","robert-j-babcock","","","","","general-services-administration","","","","","Prior to joining GSA, Babcock served in leadership roles in both the public and private sectors. He previously worked as a director for a large government relations firm. Babcock also served as a senior legislative assistant for a U.S. Congressman and legislative aide for a U. S. Senator. Babcock earned two Bachelor of Arts degrees from Southern Methodist University in Dallas, TX.","General Services Administration","https://www.gsa.gov/about-us/newsroom/news-releases/robert-%E2%80%9Cbobby%E2%80%9D-babcock-named-regional-administrator-of-gsa%E2%80%99s-greater-southwest-region","","Babcock","","","","","",""
"3395","Army","Peter Knickerbocker","Special Assistant to the Assistant Secretary of theArmy (Manpower and Reserve Affairs), Office Assistant Secretary Army (Manpowerand Reserve Affairs)","","","$84,266","2018-03-12","","","","","","78","peter-knickerbocker","","","","","army","","","","","","","","","Knickerbocker","","","","","",""
"3014","Small Business Administration","Matthew M. Parker","White House Liaison, Office of the Administrator","","","","2017-01-20","2017-03-18","","","","Financial disclosure not required because of limited term of service","79","matthew-m-parker","","","","","small-business-administration","","","","","","","","","Parker","","","","","",""
"254","General Services Administration","Michael R. Downing","Senior Advisor","White House Liaison","Deputy Chief of Staff","$145,000","2017-01-20","","https://www.documentcloud.org/documents/4387799-Michael-R-Downing-Financial-Disclosure.html","","","","80","michael-r-downing","","true","","","general-services-administration","","","","https://www.linkedin.com/in/michael-downing-91a8424a/","Downing previously held a number of senior political and state government positions in Pennsylvania. Most recently, he served as the Deputy Executive Director of the Pennsylvania Republican Party. He formerly served as the Deputy Director of Public Liaison to the Governor of Pennsylvania, where he managed the executive nominations and appointments made by the Governor to more than 400 boards and commissions. Prior to this, Downing served as political outreach director and deputy political director for the Republican Party of Pennsylvania. He earned a Bachelor of Arts from Loyola College in Maryland.","General Services Administration","https://www.gsa.gov/node/85003","","Downing","","","","Michael Downing worked for the Pennsylvania Republican Party.","",""
"3979","General Services Administration","James Robert Blazer","Senior Advisor to the Associate Administrator for Governmentwide Policy","","","$164,200.00","2019-02-04","","","","","","80","james-robert-blazer","","","","","general-services-administration","","","","","","","","","Blazer","","","","","",""
"2226","Housing and Urban Development","Rosa Maria Ailabouni","Senior Advisor to the Chief Financial Officer","","","","2018-07-23","","https://www.documentcloud.org/documents/6420200-Rosa-Maria-Ailabouni-Financial-Disclosure.html","","","","82","rosa-maria-ailabouni","","","","","housing-and-urban-development","","","","","Ms. Ailabouni has 15 years of experience assisting commercial and government clients in strategic planning, business process improvement, organizational analysis and design, and change management. She has led organizational transformations and worked on process optimization projects that have led to more efficient and effective processes in the financial services, energy, and government sectors.

Ms. Ailabouni has developed and implemented institutional strengthening and capacity building programs, and has worked with senior management clients in the U.S., Africa, Middle East, Eastern Europe and the Former Soviet Union. She has also worked across projects and programs to facilitate communication among project/ program stakeholders.

Having worked and traveled throughout the Middle East and North Africa, and sub-Saharan Africa, she has used her language skills in French and Arabic to speak in both professional and casual contexts.

She holds several advanced level university degrees including a Master of Business Administration (MBA) from Cornell University, a Master of International Affairs (MIA) from Columbia University in International Energy Management and Policy, a Masters degree (Diplome) from Sciences Po Paris and Graduate Certificates in Homeland Security, Emergency Preparedness and Response and Western European Studies from George Washington University and Columbia University, respectively. She also obtained two university undergraduate degrees in International Affairs and Political Science, and French from The Ohio State University.

Ms. Ailabouni is a Certified Business Analysis Professional (CBAP) and is a Prosci-certified Change Practitioner. She is also an Associate Business Continuity Professional (ABCP).","LinkedIn","https://www.linkedin.com/in/rosa-ailabouni/","","Ailabouni","","","","","","true"
"3331","Housing and Urban Development","David C. Chow","Chief Information Officer","","","$179,700","2018-08-20","","","","","","82","david-c-chow","","","","","housing-and-urban-development","","","","","David brings a deep well of IT experience in the Federal government including leadership positions at the National Credit Union Administration, the Federal Deposit Insurance Corporation, and the Federal Highway Administration. During this time, he has played a critical role in IT modernization and solution delivery efforts at the agencies he worked. Fluent in data management, cloud deployment, grant/financial management systems, David is experienced in IT operations, information security policy, and capital planning and organizational enhancement.

As HUD’s CIO, David will oversee a comprehensive technology modernization effort to move beyond some of the Department’s obsolete mainframe technology and into the cloud. In addition, David and his team will continue working with GSA’s Center of Excellence to consolidate HUD’s business applications, with a particular focus on streamlining the Department’s grants process. “I would characterize my leadership style as collaborative, working closely with stakeholders to bring about needed changes.”

As an undergraduate at California Polytechnic University, David earned a degree in chemistry but quickly learned he liked working with people too much to spend his life in a lab. Later, he earned an MBA degree at George Mason University and became a certified Federal Chief","CIO.Gov","https://www.cio.gov/about/members-and-leadership/chow-david/","","Chow","","","","","",""
"1573","Housing and Urban Development","Austin Browning","Special Assistant","","","$50,935","2017-04-03","2018-04-14","https://www.documentcloud.org/documents/4430191-Austin-Browning-Financial-Disclosure.html","","","","82","austin-browning","","","","","housing-and-urban-development","","","","https://www.linkedin.com/in/austin-browning-9531ba132/","Special Assistant to the Secretary, Ginnie Mae: Special Assistant to the Secretary detailed over to the President and Executive Vice President at the Government National Mortgage Association (GNMA) otherwise known as Ginnie Mae; Serve as direct Assistant to The Secretary of Housing and Urban Development, Dr. Ben Carson; White House Advance Volunteer: Organized and executed political and official events in support of the President of the United States; 58th Presidential Inaugural Committee Site Coordinator: Working on logistics and production of all public and private events regarding the inauguration of President Elect Trump as the 45th President of the United States. Specifically worked on Lincoln Memorial Welcome Concert. Ran Operations and logistics of all area for public in non ticketed area at Lincoln Memorial Welcome Concert (150,000 patrons) 17th street and ww2 memorial to east end of the reflecting pool and Henry Bacon Drive; Donald J. Trump for President, Inc. Advance Site Representative: Traveled Nationally throughout course of campaign. Worked as a Site representative for the Trump Campaign Advance Team. Specialized in Managing and logistical oversight of rallies, fundraisers, and RON (Room Over Night) and any and all movements of the candidate to create a smooth course of events for the schedule. Managed and coordinated with Secret Service and local law enforcement agencies and related entities to arrange logistics for a secure event. Coordinated motorcade arrangements at each campaign stop. Responsible for routinely coordinating rallies for 10,000+ people in less than 72 hours turnaround time.","LinkedIn","https://www.linkedin.com/in/austin-browning-9531ba132/","","Browning","","","","","",""
"557","Housing and Urban Development","Bethany \"Beth\" Zorc","Principal Deputy General Counsel","","","$160,000","2017-04-24","2018-01-09","https://www.documentcloud.org/documents/4387944-Bethany-Zorc-Financial-Disclosure.html","","","","82","bethany-beth-zorc","true","true","","","housing-and-urban-development","","","","","As the new head of Public Policy, Zorc will coordinate the development of integrated corporate public policies critical to Wells Fargo’s ability to serve its customers, investors, and team members. She joins Wells Fargo after serving as the acting general counsel and principal deputy general counsel for the U.S. Department of Housing and Urban Development. Zorc has previously worked on the U.S. Senate Committee on Banking, Housing, and Urban Affairs, where she served as senior counsel for the majority staff under both Chairman Richard Shelby, R-Ala., and Chairman Mike Crapo, R-Idaho. Prior to that, she worked for Chairman Jeb Hensarling, R-Texas, as a senior counsel for the House Financial Services Committee. She was also an associate in the Financial Services Practice Group at Morrison & Foerster LLP.","Wells Fargo","https://stories.wf.com/new-government-relations-and-public-policy-group-leaders-hired/","","Zorc","","","","Beth Zorc was previously an attorney for the Senate Banking, Housing, and Urban Affairs committee during a time when the committee chairman tried to prohibit funding for a housing regulation.","",""
"90","Energy","Martin J. Dannenfelser","Assistant to the Secretary","Deputy Assistant Secretary for House Affairs","","$161,900","2017-01-20","2018-01-15","https://www.documentcloud.org/documents/3766119-Dannenfelser-Martin.html","","","","75","martin-j-dannenfelser","","","","","energy","","","","","Mr. Dannenfelser spent five and a half years with the House Committee on Energy and Commerce, where he served as Senior Policy Advisor and Coalitions Director. He represented the Chairman in meetings with congressional staff and coalition partners on a range of topics – including energy policy, health care and telecommunications issues; also coordinated with congressional leadership offices and other committees on cross-cutting initiatives. Dannenfelser also served as Director of External Relations for the Energy Innovation Reform Project, promoting an innovation first approach to American energy development and environmental policy. As a Deputy Assistant Secretary and Senior Policy Advisor at the Department of Health and Human Services, Dannenfelser coordinated support of several presidential initiatives for a $46 billion agency (Administration for Children and Families). He represented the Department at international, national and local conferences, media events and other forums.","Department of Education","https://energy.gov/congressional/contributors/marty-dannenfelser","","Dannenfelser","","","White House Office","","",""
"59","Environmental Protection Agency","Holly W. Greaves","Senior Advisor, Office of the Administrator","Senior Advisor to the Chief Financial Officer for Budgets and Audits","Senior Advisor to the Administrator for Budget and Audits","$179,700","2017-01-21","","https://www.documentcloud.org/documents/3766145-Greaves-Holly.html","","","","67","holly-w-greaves","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/holly-greaves-cpa-06a7499/","Ms. Greaves currently serves as the senior advisor for budget and audit where she provides financial and budgetary counsel to the Agency and Administrator Pruitt. She is a former senior manager at the public accounting firm KPMG LLP, where she provided auditing and advisory services to cabinet-level Federal agencies. Ms. Greaves has extensive knowledge of Federal financial and IT environments, Federal accounting standards, and the laws and regulations applicable to financial management and operations.","Environmental Protection Agency","https://www.epa.gov/newsreleases/holly-greaves-nominated-chief-financial-officer-epa","","Greaves","","","","","",""
"1647","Office of National Drug Control Policy","Emily Robin Stier","Public Affairs Specialist","","","$79,720","2017-10-02","2018-04-02","https://www.documentcloud.org/documents/6419586-Emily-Robin-Stier-Financial-Disclosure.html","","","","84","emily-robin-stier","","","","","office-of-national-drug-control-policy","","","","https://www.linkedin.com/in/emily-stier-b5632a23/","","","","","Stier","","","","","https://www.documentcloud.org/documents/4824468-Emily-Robin-Stier-Resume.html",""
"1623","Energy","Joshua Joseph Campbell","Assistant to the Secretary","","","$131,767","2017-01-20","2017-04-21","https://www.documentcloud.org/documents/3766106-Campbell-Joshua.html","","","","75","joshua-joseph-campbell-energy","","","","","energy","","","","https://www.linkedin.com/in/joshberriganlaw/","Josh Campbell has been a civil and criminal trial litigator in state and federal courts for the past ten years. He earned his Juris Doctorate from the Cumberland School of Law in 2007, and has a B.S. in Communications from Liberty University. Mr. Campbell has won oral arguments before the Eleventh Circuit Court of Appeals, has published legal articles on the trial court process, has represented clients before the Supreme Court of the United States, and worked with Congressman Buddy Carter, a member of the Energy & Commerce Committee, before joining the National Advance and Election Law teams for now President Trump.","Department of Interior","https://www.doi.gov/pressreleases/interior-announces-19-new-hires","","Campbell","","","Interior","","",""
"148","Consumer Product Safety Commission","Patricia Hines Adkins","Executive Director","","","$126,148-$189,600","","","https://www.documentcloud.org/documents/4388310-Patricia-Hines-Adkins-Financial-Disclosure.html","","","","77","patricia-hines-adkins","true","","","","consumer-product-safety-commission","","","","","In September 2014, Patricia H. Adkins was appointed by the U.S. Consumer Product Safety Commission (CPSC) as its Executive Director,  Ms. Adkins is responsible for managing the agency’s $125 million public health and safety budget and more than 500 employees.  She also served the Commission for more than seven years as the Chief of Staff to former Chairman Ann Brown. For more than 30 years, Ms. Adkins has held leadership positions in public health, injury prevention, business operations, and public policy with organizations such as Purdue Pharma L.P., the Children’s National Medical Center’s Safe Kids Worldwide, and the Home Safety Council. Ms. Adkins earned her B.A. and M.B.A from Howard University in Washington, D.C.","2018 ICPHSO Annual Meeting and Training Symposium","https://2018icphsoannualmeetingandtraini.sched.com/speaker/patriciaadkins2","","Adkins","","","","","",""
"123","Energy","Eric Davis Mahroum","Assistant to the Secretary, Office of the Secretary","Special Advisor, Assistant Secretary or Congressional and Intergovernmental Affairs","","$66,510","2017-01-30","","https://www.documentcloud.org/documents/3766186-Mahroum-Eric.html","","","","75","eric-davis-mahroum","","","","","energy","","","","https://www.linkedin.com/in/eric-mahroum-2b564113/","I am a proven executive. My executive positions in business and politics reflect that I have the abilities, intelligence, and integrity needed to lead at the highest level in the areas of marketing and accounting. My mentors in business, education, and politics have groomed me to be the prime candidate for executive leadership in leading corporations and organizations across the globe. My recommendations from State Senators, influential Judges, corporate executives, and political organizations validate my history of success. I earned a Bachelor’s in International Business from American International University. My education has given me foresight to domestic and global business as well as hindsight to mythologies that have worked for major corporations in the past. The mosaic of my education, managerial workplace experience, executive leadership in the community with political organizations, professional relationships and network, accompanied by my “can do” mindset set me apart from the average applicant.","LinkedIn","https://www.linkedin.com/in/eric-mahroum-2b564113/","","Mahroum","","","","","",""
"2100","Commerce","Kevin M O'Connell","Director, Office of Space Commerce, Office of Air and Space Commercialization","","","","2018-07-09","","https://www.documentcloud.org/documents/6420216-Kevin-M-O-Connell-Financial-Disclosure.html","","","","17","kevin-m-o-connell","","","","","commerce","","","","","Mr. O’Connell brings over 35 years of experience in the U.S. government, in research organizations, and as an entrepreneur and business leader to this position.

Mr. O’Connell has researched and written extensively on the policy, security, and global market issues related to commercialization of remote sensing. Aside from numerous articles and op-eds, he was co-author of Commercial Observation Satellites: at the Leading Edge of Global Transparency (2000). He served as the Executive Secretary and Staff Director of the NIMA Commission (1999-2000). He was a member, and later Chair, of NOAA’s federal advisory committee on remote sensing from 2002-2016.

Previously, Mr. O’Connell served as the CEO of Innovative Analytics and Training, a Washington, D.C. professional services firm focused on analysis and decision support for U.S. government and commercial clients. Among other issues, the firm focused on market trends and anticipatory/futures analysis for high-technology industries such as cyber, cloud computing, and geospatial technologies. During this time, he also served as a senior consultant to the Office of the Director of National Intelligence and as an independent advisor to the Director, National Geospatial Intelligence Agency.

Mr. O’Connell’s background also includes extensive experience in national security and intelligence matters, including assignments in the Department of Defense, Department of State, National Security Council, and the Office of the Vice President. He spent a decade conducting and managing research in these areas at the RAND Corporation, including as the first director of RAND’s Intelligence Policy Center.

Finally, Mr. O’Connell has taught a long-running course on comparative intelligence in Georgetown University’s School of Foreign Service, Security Studies Program.","Office of Space Commerce","https://www.space.commerce.gov/about/kevin-oconnell/","","O'Connell","","","","","","true"
