id,name_rus,name_eng,position_rus,position_eng,office_rus,office_eng,date_of_appointment,gender,year_of_birth,age,birth_place_region_rus,birth_place_region_eng,birth_place_location_rus,birth_place_location_eng,university_rus,university_eng,grad_year,ed_level_rus,ed_level_eng,employer_rus,employer_eng,`,emp_region_eng,start_date,end_date,last_title_rus,last_title_eng,2019_fired,2020_fired,image,staff_income,spouse_income,income_2019,income_2018,notes_rus,notes_eng
149,,,,,,,,,,,,,,,,,,,,Генеральная прокуратура,General prosecutor's Office,Москва,Moscow,2014,2020,старшего помощника Генерального прокурора Российской Федерации по особым поручениям,Senior Assistant Attorney General of the Russian Federation for Special Assignments,,,,,,,,,
79,Семенов Александр Николаевич,Semenov Alexander Nikolaevich,Прокурор региона,region prosecutor,Томская область,Tomsk region,2019,male,1960,60,Воронежской области,Voronezh region,Средний Икорец,Sredny Ikorets,Воронежский государственный университет,Voronezh State University,1986,специалист,specialist,прокуратура Воронежской области,the prosecutor's office of Voronezh region,Воронежская область,Voronezh region,1985,1999,следователь,investigator,,,http://prokuratura.tomsk.gov.ru/upload/dsc074333(1).jpg,"3 588 217,00","133 107,00",1,,,
132,Сергеев Сергей Алексеевич,Sergeev Sergei Alexeevich,начальник Главного управления,Head of Main Department,Генеральная прокуратура,General prosecutor's Office,2015,male,1960,60,Тверская область,Tver region,,,Московский юридический институт МВД (Московский университет МВД),Moscow Institute of Law Ministry of Internal Affairs (MVD Moscow University),1997,кандидат юридических наук,Candidate of Legal Sciences,МВД Московской области,MVD Moscow Region,Московская область,Moscow region,1997,2011,начальник Управления ГИБДД ГУВД Московской области,Head of Traffic Police Department of the Moscow region police,,1,http://www.tadviser.ru/images/1/1e/Sergeev120.png,"4 750 358,00","545 850,00",1,,,
151,,,,,,,,,,,,,,,,,,,,Прокуратура Чечни,Chechnya prosecutor's office,Чечня,chechnya,2008,,заместитель прокурора региона,Deputy Attorney region,,,,,,,,,
161,Солнышкина Нелли Евгеньевна,Solnyshkina Nelly Evgenievna,начальник управления,Head of Department,Управление Генеральной прокуратуры в Северо-Западном федеральном округе,General Prosecutor's Office of the North-West Federal District,2016,female,1961,59,,,,,Санкт-Петербургский государственный университет (Ленинградский государственный университет),Saint Petersburg State University (Leningrad State University),1983,специалист,specialist,Прокуратура Ленинградской области,The prosecutor's office of the Leningrad Region,Ленинградская область,Leningrad region,1983,1994,,,,,https://epp.genproc.gov.ru/documents/2630021/3958035/3862e69d-deae-4788-8be2-6033799043bc/f26718a3-2db8-daff-dab2-6c7ce61c6f82?t=1589461033223,"3 897 241,00",,1,,,
157,Сомов Константин Станиславович,Somov Konstantin Stanislavovich,начальник управления,Head of Department,Управление Генеральной прокуратуры в Южном федеральном округе,General Prosecutor's Office of the Southern Federal District,2017,male,1971,49,Новгородская область,Novgorod region,Старая Русса,Staraya Russa,Тверской государственный университет,Tver State University,1995,специалист,specialist,Прокуратура Новгородской области,The prosecutor's office of the Novgorod region,Новгородская область,Novgorod region,1995,2003,Старорусский межрайонный прокурор Новгородской области,Starorussky interdistrict prosecutor of the Novgorod region,,,http://genprokufo.ru/upload/medialibrary/3bd/3bdf2420b88f1f9f311ff811ebac1890.jpg,"3 798 466,00","1 257 157,00",1,,,
153,,,,,,,,,,,,,,,,,,,,Министерство юстиции Дагестана,The Ministry of Justice of Dagestan,Дагестан,Dagestan,1999,2001,министр юстиции,Minister of Justice,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,Главное управление Министерства юстиции Российской Федерации по Республике Дагестан,General Directorate of the Ministry of Justice of the Russian Federation in the Republic of Dagestan,Дагестан,Dagestan,2001,2005,начальник управления,Head of Department,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,Фдеральная регистрационная служба,Fderalnaya registration service,Дагестан,Dagestan,2005,2008,руководитель,head,,,,,,,,,
151,Сотченко Сергей Дмитриевич,Sotchenko Sergey Dmitrievich,заместитель начальника управления – начальник отдела,Deputy Head of Department - Head of Division,Генеральная прокуратура,General prosecutor's Office,,male,1965,55,Казахстан,Kazakhstan,с. Завяловка Нуринского района,Zavyalovka Nurinskiy District,Военный университет Министерства обороны,Military University of the Defense Ministry,1993,специалист,specialist,Прокуратура Волгоградской области,The Prosecutor's Office of the Volgograd region,Волгоградская область,Volgograd region,1993,2008,,,,,http://viperson.ru/uploads/person/582497/main_image/page_SotchenkoSD.jpg,"3 711 910,00","577 072,00",1,,,
56,Спиридонов Анастас Павлович,Spiridonov Anastas Pavlovich,Прокурор региона,region prosecutor,Омская область,Omsk region,2008,male,1960,60,Грузия,Georgia,Цопи Марнеульского района,Tsopi Marneuli region,Ростовский государственный университет,Rostov State University,1984,доктор юридических наук,LL.D.,Прокуратура Ростовской области,The Prosecutor's Office of the Rostov region,Ростовская область,Rostov region,1984,1987,Следователь районов,investigator areas,,1,https://newsomsk.ru/images/face/mini/2018/10/16e8d8d54c7d8dae88325ad596b82526.jpg,"3 787 206,53","120 713,18",,1,Анастас Спиридонов возглавил Санкт-Петербургский юридический институт Университета прокуратуры РФ,Now he is a head of St. Petersburg law institute of Procuracy
156,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры в Северо-Кавказском федеральном округе,General Prosecutor's Office of the North Caucasian Federal District,Ставропольский край,Stavropol region,2010,2013, заместитель начальника управления, Deputy Head of Department,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,Прокуратура Вологодской области,The prosecutor's office of the Vologda region,Вологодская область,Vologda Region,2013,2019,заместитель прокурора региона,Deputy Attorney region,,,,,,,,,
53,Столяров Сергей Александрович,Stolyarov Sergey Alexandrovich,Прокурор региона,region prosecutor,Новгородская область,Novgorod region,2019,male,1977,43,Орловская область,Oryol Region,Орел,Oryol,Орловский юридический институт МВД,Orel Law Institute of the Ministry of Interior,1998,специалист,specialist,МВД Орловской области,Ministry of Internal Affairs of the Oryol region,Орловская область,Oryol Region,1994,1998,,,,,https://procnov.ru/uploads/staff/s_3pgj71pbtxmy.jpg,"2 101 274,13",,,1,,
157,,,,,,,,,,,,,,,,,,,,Прокуратура Новгородской области,The prosecutor's office of the Novgorod region,Новгородская область,Novgorod region,2003,2017,заместитель прокурора региона,Deputy Attorney region,,,,,,,,,
55,Студеникин Николай Васильевич,Studenikin Nikolai Vasilievich,Прокурор региона,region prosecutor,Омская область,Omsk region,2020,male,1962,58,Курская область,Kursk region,Касторное,Kastornoye,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1984,специалист,specialist,Прокуратура Вологодской области,The prosecutor's office of the Vologda region,Вологодская область,Vologda Region,1984,,Стажер следователя прокуратуры Белозерского района,Trainee investigator Belozersky district,,,https://prokuror-kaluga.ru/upload/%D0%A1%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D0%B8%D0%BA%D0%B8%D0%BD%20%D0%9D.%D0%92..JPG,"3 105 124,03","456 437,46",1,,,
177,Сыдорук Иван Иванович,Sydoruk Ivan Ivanovich,заместитель Генерального прокурора,Deputy Prosecutor General,Генеральная прокуратура,General prosecutor's Office,2012,male,1950,70,Украина,Ukraine,"село Зборово, Млиновский район, Ровненская область","Zborovo, Mlyniv Raion, Rivne region",Высшее политическое училище МВД СССР (Санкт-Петербургский военный институт войск национальной гвардии России),Higher Political School of Ministry of Internal Affairs of the USSR (St. Petersburg Military Institute of the Russian troops of the National Guard),1978,специалист,specialist,Прокуратура Санкт-Петербурга,The prosecutor's office of St. Petersburg,Санкт-Петербург,St. Petersburg,1981,2003,Прокурор региона,region prosecutor,1,,https://riaderbent.ru/wp-content/uploads/2019/04/Bezymyannyj-4.png,"6 174 321,00","2 052 746,00",,1,,
38,Табельский Сергей Владимирович,Tabelsky Sergey Vladimirovich,Прокурор региона,region prosecutor,Краснодарский край,Krasnodar region,2017,male,1967,53,Оренбургская область,Orenburg region,Емельяновка,Emelyanovka,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1993,специалист,specialist,Прокуратура Оренбургской области,The prosecutor's office of the Orenburg region,Оренбургская область,Orenburg region,1993,1999,Прокурор Оренбурга,Attorney Orenburg,,,http://prokuratura-krasnodar.ru/sites/default/files/styles/str_prok_inside/public/images/deputies/tabelskiy.jpg?itok=afGn7Rzk,"3 508 773,00",,1,,,
161,,,,,,,,,,,,,,,,,,,,Прокуратура Смоленской области,The prosecutor's office of the Smolensk region,Смоленская область,Smolensk region,1994,2000,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,Прокуратура Ленинградской области,The prosecutor's office of the Leningrad Region,Ленинградская область,Leningrad region,2000,2003,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры в Северо-Западном федеральном округе,General Prosecutor's Office of the North-West Federal District,Ленинградская область,Leningrad region,2003,,,,,,,,,,,,
67,Талипов Дмитрий Харисович,Talipov Dmitry Harisovich,Прокурор региона,region prosecutor,Оренбургская область,Orenburg region,2020,male,1972,48,Кировская область,Kirov region,Киров,Kirov,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1994,специалист,specialist,Прокуратура Кировской области,The prosecutor's office of the Kirov region,Кировская область,Kirov region,1994,2007,"прокурора и старшего прокурора отдела по надзору за следствием, дознанием и оперативно-розыскной деятельностью прокуратуры Кировской области, заместителя начальника следственного отдела прокуратуры г. Кирова, заместителя прокурора района, прокурора района, начальника управления прокуратуры Кировской области","the prosecutor and the senior prosecutor of Department for Supervision over the investigation, inquest and operative-investigative activities of the Prosecutor of the Kirov region, the deputy head of the investigation department of the Prosecutor's Office of Kirov, Deputy District Attorney, District Attorney, Head of Office of Public Prosecutor of the Kirov region",,,https://zampolit.com/upload/iblock/f78/f78d3185fa5a7d265cef770621e2c2b3.JPG,"3 549 450,06","1 088 383,96",,1,,
162,,,,,,,,,,,,,,,,,,,,Прокуратура Московской области,The prosecutor's office of Moscow region,Московская область,Moscow region,2010,2019,"в должностях Павло-Посадского, Ногинского, Луховицкого, Орехово-Зуевского городских прокуроров","in Pavlovsky Posad posts, the Noginsk Lukhovitsky, Orekhovo-Zuyevo City Attorney",,,,,,,,,
185,Тарасов Максим Юрьевич,Tarasov Maksim Yurievich,заместитель начальника Главного управления –начальник управления,Deputy Head of Main Department - Head of Department,Генеральная прокуратура,General prosecutor's Office,,male,1976,44,Украина,Ukraine,Киев,Kiev,Московский государственный юридический университет (Всесоюзный юридический заочный институт),Moscow State Law University (All-Union Correspondence Institute of Law),1998,кандидат юридических наук,Candidate of Legal Sciences,Прокуратура Московской области,The prosecutor's office of Moscow region,Московская область,Moscow region,1996,1999,Домодедово,Domodedovo,1,,https://pravo.ru/store/images/4/57319.jpg,"3 047 291,00",,,1,Стал зампрокурора Краснодарского края,
163,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры в Северо-Западном федеральном округе,General Prosecutor's Office of the North-West Federal District,Ленинградская область,Leningrad region,2003,2007,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,Ленинград-Финляндская транспортная прокуратура,Leningrad-Finnish transport prosecutor's office,Ленинградская область,Leningrad region,2007,2011,транспортный прокурор,transport prosecutor,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,Северо-Западная транспортная прокурора,North West Transport Prosecutor,Калининградская область,Kaliningrad region,2011,2012,заместитель транспортного прокурора,deputy transport prosecutor,,,,,,,,,
115,Ткачев Игорь Викторович,Tkachev Igor Viktorovich,Заместитель генерального прокурора,Deputy Prosecutor General,Генеральная прокуратура,General prosecutor's Office,2018,male,1963,57,Ставропольский край,Stavropol region,Невинномысск,Nevinnomyssk,Московский государственный юридический университет (Всесоюзный юридический заочный институт),Moscow State Law University (All-Union Correspondence Institute of Law),1995,специалист,specialist,Прокуратура Ставропольского края,The prosecutor's office of the Stavropol Territory,Ставропольский край,Stavropol region,1992,1998,,,,,https://ruspekh.ru/images/avatar/51838.jpg?actual=2019-06-08_23:30:19,"7 256 822,00",,1,,,
164,,,,,,,,,,,,,,,,,,,,Прокуратура Северной Осетии — Алании,The prosecutor's office of North Ossetia - Alania,Северная Осетия — Алания,North Ossetia Alania,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,Прокуратура Пензенской области,The prosecutor's office of the Penza region,Пензенская область,Penza region,,2002,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,Прокуратура Ивановской области,The Prosecutor's Office of the Ivanovo region,Ивановская область,Ivanovo region,2002,2012,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,Прокуратура Самарской области,The prosecutor's office of Samara Region,Самарская область,Samara Region,2012,2016,Прокурор региона,region prosecutor,,,,,,,,,
183,Токарев Владимир Васильевич,Tokarev Vladimir Vasilievich,начальник управления,Head of Department,управление Генеральной прокуратуры в Сибирском федеральном округе,Management of the General Prosecutor's Office in the Siberian Federal District,2008,male,1952,68,Новосибирская область,Novosibirsk region,,,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1976,специалист,specialist,Прокуратура Новосибирской области,The prosecutor's office of Novosibirsk Region,Новосибирская область,Novosibirsk region,1976,2008,Прокурор региона,region prosecutor,,1,https://ksonline.ru/wp-content/uploads/2018/11/Tokarev-IMG_9996.jpg,"3 914 390,00","185 005,00",,1,,
165,,,,,,,,,,,,,,,,,,,,УВД Ярославской области,Department of Internal Affairs of the Yaroslavl region,Ярославская область,Yaroslavskaya oblast,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,УВД Пермской области,Department of Internal Affairs of the Perm region,Пермский край,Perm,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,УВД Краснодарского края,ATC Krasnodar Territory,Краснодарский край,Krasnodar region,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,МВД России,Russian Interior Ministry,Москва,Moscow,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,управление Генеральной прокуратуры в Центральном федеральном округе,Management of the General Prosecutor's Office in the Central Federal District,Москва,Moscow,2012,,,,,,,,,,,,
178,Токарева Галина Николаевна,Tokareva Galina Nikolaevna,советник Генерального прокурора,Advisor to the Prosecutor General (Crimea),Генеральная прокуратура,General prosecutor's Office,2014,female,1958,62,,,,,,,,специалист,specialist,Прокуратура Самарской области,The prosecutor's office of Samara Region,Самарская область,Samara Region,1994,2009,Прокурор Сызрани,Attorney Syzran,1,,https://www.vzsar.ru/i/news/big/2014/07/91101.jpg,"3 143 317,00","1 064 304,00",,1,Курировала Крым,
166,,,,,,,,,,,,,,,,,,,,управление Генеральной прокуратуры в Уральском федеральном округе,Management of the General Prosecutor's Office in the Ural Federal District,Свердловская область,Sverdlovsk region,2000,,,,,,,,,,,,
119,Толстова Ю.Т.,Tolstova Y.T.,Старший помощник Генерального прокурора по особым поручениям,Senior Assistant Prosecutor General for Special Assignments,Генеральная прокуратура,General prosecutor's Office,,female,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
167,,,,,,,,,,,,,,,,,,,,управление Генеральной прокуратуры в Уральском федеральном округе,Management of the General Prosecutor's Office in the Ural Federal District,Свердловская область,Sverdlovsk region,2001,,,,,,,,,,,,
10,Торговченков Владимир Иванович,Torgovchenkov Vladimir Ivanovich,Прокурор региона,region prosecutor,Белгородская область,Belgorod region,2020,male,1965,55,Липецкая область,Lipetsk region,Грязи,Gryazy,Воронежский государственный университет,Voronezh State University,1989,кандидат юридических наук,Candidate of Legal Sciences,Прокуратура Липецкой области,The prosecutor's office of the Lipetsk region,Липецкая область,Lipetsk region,1989,2010,Заместитель прокурора,deputy Attorney,,,https://www.onlinetambov.ru/upload/iblock/21d/21d8fa8202ab7418af7bd1a21c5b5158.jpg,"3 047 881,32","1 973 390,30",,1,,
192,Турыгин Юрий Николаевич,Turygin Yuri Nikolaevich,начальник управления,Head of Department,Управление Генеральной прокуратуры в Уральском федеральном округе,General Prosecutor's Office of the Urals Federal District,2016,male,1952,68,,,,,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1976,кандадат юридических наук,kandadat jurisprudence,Прокуратура Чечено-Ингушской ССР,The prosecutor's office of the Chechen-Ingush SSR,Чечено-Ингушская ССР,Chechen-Ingush SSR,1976,,,,1,,https://whoiswhopersona.info/wp-content/uploads/2017/05/%D0%A2%D1%83%D1%80%D1%8B%D0%B3%D0%B8%D0%BD-%D0%AE%D1%80%D0%B8%D0%B9-%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87.jpg,"3 703 891,00",,,1,,
36,Тюльков Владимир Геннадьевич,Tulkov Vladimir Gennadievich,Прокурор региона,region prosecutor,Костромская область,Kostroma region,2017,male,1967,53,Тюменская область,Tyumen region,Ишим,Ishim,Тюменский Государственный Университет,Tyumen State University,1991,специалист,specialist,Тюменская транспортная прокуратура,Tyumen Transport Prosecutor's Office,Тюменская область,Tyumen region,1991,2000,Заместитель прокурора,deputy Attorney,,1,https://ruspekh.ru/images/avatar/53500.jpg?actual=2019-07-09_23:30:46,"2 770 895,00",,,1,,
26,Тютюник Роман Николаевич,Tyutyunik Roman Nikolaevich,Прокурор региона,region prosecutor,Красноярский край,Krasnoyarsk region,2020,male,1977,43,Тюменская область,Tyumen region,Казанское,Kazan,Тюменский государственный университет,Tyumen State University,1999,специалист,specialist,Прокуратура Тюменской области,The prosecutor's office of the Tyumen region,Тюменская область,Tyumen region,1999,2005,"Заместитель прокурора Тюменского района, Ленинского административного округа","The deputy prosecutor of the Tyumen region, Leninsky Administrative District",,,https://ruspekh.ru/images/articles/41055/2020-03-18_255-257980_624.jpg,"3 470 617,97","908 314,29",,1,,
171,,,,,,,,,,,,,,,,,,,,Прокуратура Дагестана,The prosecutor's office of Dagestan,Дагестан,Dagestan,1993,2013,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,Прокуратура Ленинградской области,The prosecutor's office of the Leningrad Region,Ленинградская область,Leningrad region,2013,2019,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
152,Умрихин Михаил Викторович,Umrihin Mikhail Viktorovich,заместитель начальника управления Главного управления – начальник отдела,Deputy Head of Department - Head of Division,Генеральная прокуратура,General prosecutor's Office,,male,,,,,,,Кубанский государственный университет,Kuban State University,1977,специалист,specialist,Генеральная прокуратура,General prosecutor's Office,Москва,Moscow,1977,,Второе отделение,The second branch,,,https://pp.userapi.com/c840627/v840627339/45871/Efjb5slNyTU.jpg,"2 896 464,00","568 953,00",1,,,
172,,,,,,,,,,,,,,,,,,,,Генеральная прокуратура,General prosecutor's Office,Москва,Moscow,,,Второе управление,A second control,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,Прокуратура Москвы,Moscow Prosecutor's Office,Москва,Moscow,1997,2005,"СЗАО, Перово, первый заместитель прокурора Москвы","Severo-Zapad, Perov, Deputy Moscow prosecutor",,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,Прокуратура Архангельской области,The prosecutor's office of the Arkhangelsk region,Архангельская область,Arhangelsk region,2005,2012,Прокурор региона,region prosecutor,,,,,,,,,
189,Феоктистов Сергей Валерьевич,Feoktistov Sergey Valerievich,начальник Главного управления,Head of Main Department,Генеральная прокуратура,General prosecutor's Office,2017,male,1968,52,Омская область,Omsk region,Саргатский,Sargatskoe,Омский государственный университет,Omsk State University,1992,специалист,specialist,Прокуратура Омской области,The prosecutor's office of the Omsk region,Омская область,Omsk region,1992,2003,,,,1,http://kvnews.ru/cache/img/stRateably_650x325_0/Feoktistov080220.jpg,"3 276 230,00",,,1,,
173,,,,,,,,,,,,,,,,,,,,Восточно-Сибирская транспортная прокуратура,East Siberian Transport Prosecutor's Office,Иркутская область,Irkutsk region,1979,1984,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,Иркутский обком КПСС,Irkutsk Regional Committee of the CPSU,Иркутская область,Irkutsk region,1984,1986,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,Прокуратура Иркутской области,The Prosecutor's Office of Irkutsk region,Иркутская область,Irkutsk region,1986,1988,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,Иркутский обком КПСС,Irkutsk Regional Committee of the CPSU,Иркутская область,Irkutsk region,1988,1990,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,Восточно-Сибирская транспортная прокуратура,East Siberian Transport Prosecutor's Office,Иркутская область,Irkutsk region,1990,1992,Транспортный прокурор,transport prosecutor,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,Прокуратура Иркутской области,The Prosecutor's Office of Irkutsk region,Иркутская область,Irkutsk region,1992,1995,Прокурор региона,region prosecutor,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,Генеральная прокуратура,General prosecutor's Office,Москва,Moscow,1995,1999,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,Министерство Юстиции,Department of Justice,Москва,Moscow,1999,2006,Министр юстиции,Minister of Justice,,,,,,,,,
47,Филимонов Александр Андреевич,Filimonov Alexander Andreevich,Прокурор региона,region prosecutor,Мордовия,Mordovia,2017,male,1970,50,Белгородская область,Belgorod region,Старый Оскол,Stary Oskol,Национальный юридический университет имени Ярослава Мудрого (Харьковский юридический институт),National University of Law named after Yaroslav the Wise (Kharkov Law Institute),1996,специалист,specialist,Прокуратура Белгородской области,The prosecutor's office of the Belgorod region,Белгородская область,Belgorod region,1996,2006,Помощник прокурора Старого Оскола,Assistant Attorney Stary Oskol,,,https://ruspekh.ru/images/articles/51406/2019-06-01-499_85011-1_163414.jpg,"2 822 574,82","709 518,76",,1,,
174,,,,,,,,,,,,,,,,,,,,Прокуратура Иркутской области,The Prosecutor's Office of Irkutsk region,Иркутская область,Irkutsk region,1998,2006,первый заместитель прокурора региона,first deputy prosecutor of the region,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,Прокуратура Краснодарского края,The Prosecutor's Office of Krasnodar Region,Краснодарский край,Krasnodar region,2006,2016,Прокурор региона,region prosecutor,,,,,,,,,
69,Филипенко Сергей Владимирович,Filipenko Sergey Vladimirovich,Прокурор региона,region prosecutor,Саратовская область,Saratov region,2016,male,1973,47,Челябинская область,Chelyabinsk region,Челябинск,Chelyabinsk,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1998,специалист,specialist,Прокуратура Челябинской области,The Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,1997,2009,Старший прокурор отдела,Senior prosecutor of,,,http://www.sarprok.ru/sites/default/files/rukov/filipenko.jpg,"2 844 152,45","22 024,17",,1,,
175,,,,,,,,,,,,,,,,,,,,Главного управления Министерства юстиции Российской Федерации по Хабаровскому краю,Main Department of the Ministry of Justice of the Russian Federation for the Khabarovsk Territory,Хабаровский край,Khabarovsk region,1999,2006,"С 1999 по 2006 год служил в качестве начальника Главного управления Министерства юстиции Российской Федерации по Хабаровскому краю, начальником федерального управления и руководителем Главного управления Министерства юстиции Российской Федерации по Дальневосточному федеральному округу","From 1999 to 2006 he served as Chief of the Main Department of the Ministry of Justice of the Russian Federation for the Khabarovsk Territory, the head of the federal administration and the head of the Main Department of the Ministry of Justice of the Russian Federation in the Far Eastern Federal District",,,,,,,,,
128,Фоменко Евгений Николаевич,Fomenko Evgeniy Nikolaevich,помощник заместителя Генерального прокурора по особым поручениям,Assistant Deputy Prosecutor General for Special Assignments,Генеральная прокуратура,General prosecutor's Office,,male,1970,50,Краснодарский край,Krasnodar region,Кропоткин,Kropotkin,Кубанский государственный университет,Kuban State University,1996,специалист,specialist,Прокуратура Краснодарского края,The Prosecutor's Office of Krasnodar Region,Краснодарский край,Krasnodar region,1996,2012,,,,,https://pp.userapi.com/c824203/v824203507/18b35/PFpt1F5Qcls.jpg,"2 971 798,00",,1,,,
176,,,,,,,,,,,,,,,,,,,,Прокуратура Хабаровского края,The prosecutor's office of the Khabarovsk Territory,Хабаровский край,Khabarovsk region,1989,2001,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,Прокуратура Еврейской автономной области,Procuracy Jewish autonomous region,Еврейская автономная область,Jewish Autonomous Region,2001,2002,Прокурор региона,region prosecutor,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,Прокуратура Хабаровского края,The prosecutor's office of the Khabarovsk Territory,Хабаровский край,Khabarovsk region,2002,2005,Прокурор региона,region prosecutor,,,,,,,,,
95,Фомин Андрей Валерьевич,Fomin Andrey Valerievich,Прокурор региона,region prosecutor,Чувашия,Chuvashia,2020,male,1965,55,Владимирская область,Vladimir region,Киржач,Kirzhach,Ярославский государственный университет,Yaroslavl State University,1992,специалист,specialist,Прокуратура Ярославской области,The prosecutor's office of the Yaroslavl region,Ярославская область,Yaroslavskaya oblast,1992,2014,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,https://whoiswhopersona.info/wp-content/uploads/2016/11/%D0%A4%D0%BE%D0%BC%D0%B8%D0%BD-%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9-%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87_1.png,"3 362 598,36","1 204 428,59",1,,,
177,,,,,,,,,,,,,,,,,,,,Прокуратура Московской области,The prosecutor's office of Moscow region,Московская область,Moscow region,2003,2005,Прокурор региона,region prosecutor,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры по Южному федеральному округу,Office of the General Prosecutor's Office for the Southern Federal District,Ростовская область,Rostov region,2006,2012,заместитель генерального прокурора,solicitor general,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры по Северо-Кавказскому федеральному округу,General Prosecutor's Office for the North Caucasian Federal District,Ставропольский край,Stavropol region,2006,2012,заместитель генерального прокурора,solicitor general,,,,,,,,,
8,Фрост Сергей Михайлович,Frost Sergey Mikhailovich,Прокурор региона,region prosecutor,Астраханская область,Astrakhan region,2020,male,1975,45,Башкортостан,Bashkortostan,Стерлитамак,Sterlitamak,Уфимский юридический институт МВД,Ufa Law Institute of the Ministry of Interior,1996,специалист,specialist,Прокуратура Башкортостана,The prosecutor's office of Bashkortostan,Башкортостан,Bashkortostan,1998,2003,Старший следователь Стерлитамака,Senior investigator Sterlitimak,,,https://lh3.googleusercontent.com/proxy/jVQfoWhWaVC0utrOeFCG8ezJbbj9VV7Ati83fiSUZ7GUqBNcDYKx45IZrk7yZBozlfCX-5XHfZkmB5_Nsy3SZHdCSIj9NYxsdHxo,"3 656 752,41","1 253 513,40",1,,,
178,,,,,,,,,,,,,,,,,,,,Прокуратура Самарской области,The prosecutor's office of Samara Region,Самарская область,Samara Region,2009,2014,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
23,Хабаров Николай Алексеевич,Khabarov Nikolai Alexeevich,Прокурор региона,region prosecutor,Кабардино-Балкария,Kabardino-Balkaria,2019,male,1968,52,Тамбовская область,Tambov Region,"Сосновский район, Атманов-Угол",Sosnowski area Atmans-Ugol,Саратовская государственная академия права (Саратовский юридический институт),Saratov State Academy of Law (Saratov Law Institute),1994,специалист,specialist,Прокуратура Псковской области,The Prosecutor's Office of the Pskov Region,Псковская область,Pskov region,1994,2007,Прокурор Великолукского района,District Attorney Velikoluksky,,,https://grozny-inform.ru/LoadedImages/2016/02/12/7777.jpg,"3 147 958,71","1 480 310,80",,1,,
